URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/observation-oct-rnfl,StructureDefinition/diagnostic-report-base,StructureDefinition/diagnostic-report-oct-macula,StructureDefinition/observation-oct-macula,StructureDefinition/condition-base,StructureDefinition/body-structure-eye,StructureDefinition/pupil-comparison,StructureDefinition/observation-iop,StructureDefinition/observation-base,StructureDefinition/pupil-diameter,StructureDefinition/diagnostic-report-oct-rnfl,StructureDefinition/diagnostic-report-visual-field,StructureDefinition/observation-visual-acuity,StructureDefinition/Posteriorsegment-narrative,StructureDefinition/observation-visual-acuity-version-three,StructureDefinition/observation-visual-acuity-version-two,StructureDefinition/PupillomotoricDiagnosticReport,StructureDefinition/observation-visual-field","hl7.terminology.r4"
http://hl7.org/fhir/ValueSet/manifestation-or-symptom,4.0.1,draft,"2.16.840.1.113883.4.642.3.169",ManifestationAndSymptomCodes,Manifestation and Symptom Codes,"Example value set for Manifestation and Symptom codes.","StructureDefinition/condition-base","SCT"
http://hl7.org/fhir/ValueSet/observation-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.403",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","StructureDefinition/observation-oct-rnfl,StructureDefinition/observation-iop,StructureDefinition/observation-base,StructureDefinition/pupil-diameter,StructureDefinition/observation-visual-acuity,StructureDefinition/observation-oct-macula,StructureDefinition/observation-visual-acuity-version-three,StructureDefinition/observation-visual-acuity-version-two,StructureDefinition/Posteriorsegment-narrative,StructureDefinition/pupil-comparison,StructureDefinition/observation-visual-field","THO"
http://hl7.org/fhir/ValueSet/observation-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.396",LOINCCodes,LOINC Codes,"This value set includes all LOINC codes","StructureDefinition/observation-oct-rnfl,StructureDefinition/observation-iop,StructureDefinition/observation-base,StructureDefinition/pupil-diameter,StructureDefinition/observation-visual-acuity,StructureDefinition/observation-oct-macula,StructureDefinition/observation-visual-acuity-version-three,StructureDefinition/observation-visual-acuity-version-two,StructureDefinition/Posteriorsegment-narrative,StructureDefinition/pupil-comparison,StructureDefinition/observation-visual-field","LOINC"
http://hl7.org/fhir/ValueSet/observation-interpretation,4.0.1,active,"2.16.840.1.113883.4.642.3.399",ObservationInterpretationCodes,Observation Interpretation Codes,"A categorical assessment, providing a rough qualitative interpretation of the observation value,    such as “normal”/ “abnormal”,”low” / “high”, “better” / “worse”, “susceptible” / “resistant”, “expected”/ “not expected”.    The value set is intended to be for ANY use where coded representation of an interpretation is needed.             Notes:          This is being communicated in v2.x in OBX-8 (Observation Interpretation), in v3 in ObservationInterpretation (CWE) in R1 (Representative Realm) and in FHIR in    Observation.interpretation. Historically these values come from the laboratory domain, and these codes are extensively    used. The value set binding is extensible, so codes outside the value set that are needed for interpretation concepts    (i.e. particular meanings) that are not included in the value set can be used, and these new codes may also be added to    the value set and published in a future version.","StructureDefinition/observation-oct-rnfl,StructureDefinition/observation-iop,StructureDefinition/observation-base,StructureDefinition/pupil-diameter,StructureDefinition/observation-visual-acuity,StructureDefinition/observation-oct-macula,StructureDefinition/observation-visual-acuity-version-three,StructureDefinition/observation-visual-acuity-version-two,StructureDefinition/Posteriorsegment-narrative,StructureDefinition/pupil-comparison,StructureDefinition/observation-visual-field","THO (V3)"
http://hl7.org/fhir/ValueSet/observation-methods,4.0.1,draft,"2.16.840.1.113883.4.642.3.395",ObservationMethods,Observation Methods,"Observation Method codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 272394005 (Technique (qualifier value)) or is-a 129264002 (Action (qualifier value)) or is-a 386053000 (Evaluation procedure(procedure))","StructureDefinition/observation-oct-rnfl,StructureDefinition/observation-iop,StructureDefinition/observation-base,StructureDefinition/pupil-diameter,StructureDefinition/observation-oct-macula,StructureDefinition/Posteriorsegment-narrative,StructureDefinition/pupil-comparison,StructureDefinition/observation-visual-field","SCT"
http://hl7.org/fhir/ValueSet/observation-status,4.0.1,active,"2.16.840.1.113883.4.642.3.400",ObservationStatus,ObservationStatus,"Codes providing the status of an observation.","StructureDefinition/pupil-comparison","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/quantity-comparator,4.0.1,active,"2.16.840.1.113883.4.642.3.59",QuantityComparator,QuantityComparator,"How the Quantity should be understood and represented.","StructureDefinition/observation-iop,StructureDefinition/pupil-diameter,StructureDefinition/observation-visual-acuity,StructureDefinition/observation-visual-acuity-version-three,StructureDefinition/observation-visual-acuity-version-two,StructureDefinition/pupil-comparison","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/referencerange-appliesto,4.0.1,draft,"2.16.840.1.113883.4.642.3.407",ObservationReferenceRangeAppliesToCodes,Observation Reference Range Applies To Codes,"This value set defines a set of codes that can be used to indicate the particular target population the reference range applies to.","StructureDefinition/observation-oct-rnfl,StructureDefinition/observation-iop,StructureDefinition/observation-base,StructureDefinition/pupil-diameter,StructureDefinition/observation-visual-acuity,StructureDefinition/observation-oct-macula,StructureDefinition/observation-visual-acuity-version-three,StructureDefinition/observation-visual-acuity-version-two,StructureDefinition/Posteriorsegment-narrative,StructureDefinition/pupil-comparison,StructureDefinition/observation-visual-field","SCT"
http://hl7.org/fhir/ValueSet/referencerange-meaning,4.0.1,draft,"2.16.840.1.113883.4.642.3.397",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","StructureDefinition/observation-oct-rnfl,StructureDefinition/observation-iop,StructureDefinition/observation-base,StructureDefinition/pupil-diameter,StructureDefinition/observation-visual-acuity,StructureDefinition/observation-oct-macula,StructureDefinition/observation-visual-acuity-version-three,StructureDefinition/observation-visual-acuity-version-two,StructureDefinition/Posteriorsegment-narrative,StructureDefinition/pupil-comparison,StructureDefinition/observation-visual-field","THO"
http://hl7.org/fhir/ValueSet/report-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.233",LOINCDiagnosticReportCodes,LOINC Diagnostic Report Codes,"This value set includes LOINC codes that relate to Diagnostic Observations.","StructureDefinition/diagnostic-report-base,StructureDefinition/diagnostic-report-oct-macula,StructureDefinition/diagnostic-report-oct-rnfl,StructureDefinition/diagnostic-report-visual-field,StructureDefinition/PupillomotoricDiagnosticReport","LOINC"
http://terminology.hl7.org/uv/eyecare/ValueSet/body-site-eye,0.1.0,active,,OphthalmologyBodySiteEye,Ophthalmic anatomical location,"Describes the ophthalmic structure being referenced","StructureDefinition/body-structure-eye","SCT"
http://terminology.hl7.org/uv/eyecare/ValueSet/conditions,0.1.0,active,,OphthalmologyConditionCodesValueSet,Ophthalmology Condition ICD10 and SNOMED codes ValueSet,"Clinical findings for the eye region.","StructureDefinition/condition-base","SCT,hl7.terminology.r4"
http://terminology.hl7.org/uv/eyecare/ValueSet/iop-methods,0.1.0,active,,OphthalmologyIOPMethods,Intraocular pressure (IOP) method valueset,"Describes the various methods of capturing IOP that relate to the IOP Observation profile","StructureDefinition/observation-iop","SCT,Internal"
http://terminology.hl7.org/uv/eyecare/ValueSet/observable-entities,0.1.0,active,,OphthalmologyObservableEntitiesValueSet,Ophthalmology observations (SNOMED),"Concept descends from 363926002 - Eye/vision observable (observable entity)",,"SCT"
http://terminology.hl7.org/uv/eyecare/ValueSet/observation-final-status,0.1.0,active,,ObservationStatus,Observation Status,"Describes whether a recorded observation is either final or amended","StructureDefinition/observation-oct-rnfl,StructureDefinition/observation-iop,StructureDefinition/observation-base,StructureDefinition/pupil-diameter,StructureDefinition/observation-visual-acuity,StructureDefinition/observation-oct-macula,StructureDefinition/observation-visual-acuity-version-three,StructureDefinition/observation-visual-acuity-version-two,StructureDefinition/Posteriorsegment-narrative,StructureDefinition/observation-visual-field","hl7.fhir.r4.core"
http://terminology.hl7.org/uv/eyecare/ValueSet/observation-oct-macula,0.1.0,active,,OphthalmologyOCTMaculaObservableEntitiesValueSet,OCT Macula Observable Entities ValueSet,"OCT Macula observations coding","StructureDefinition/observation-oct-macula","LOINC"
http://terminology.hl7.org/uv/eyecare/ValueSet/observation-oct-rnfl,0.1.0,active,,OphthalmologyOCTRNFLObservableEntitiesValueSet,OCT RNFL Observable Entities ValueSet,"OCT RNFL observations coding","StructureDefinition/observation-oct-rnfl","LOINC"
http://terminology.hl7.org/uv/eyecare/ValueSet/observation-visual-acuity,0.1.0,active,,OphthalmologyVisualAcuityObservableEntitiesValueSet,Visual acuity method valueset (SNOMED),"Describes the visual acuity observation result, where concept descends from 363983007 (Visual acuity)","StructureDefinition/observation-visual-acuity,StructureDefinition/observation-visual-acuity-version-two","SCT"
http://terminology.hl7.org/uv/eyecare/ValueSet/observation-visual-field,0.1.0,active,,OphthalmologyVisualFieldObservableEntitiesValueSet,Visual Field Observable Entities ValueSet,"Visual field observation coding","StructureDefinition/observation-visual-field","SCT,THO"
http://terminology.hl7.org/uv/eyecare/ValueSet/procedures,0.1.0,active,,OphthalmologyProceduresValueSet,Ophthalmology Procedures Valueset,"This ValueSet represents procedure codes for clinical and billing purposes.",,"SCT,hl7.terminology.r4"
http://terminology.hl7.org/uv/eyecare/ValueSet/qualifiers,0.1.0,active,,BodyStructureQualifiers,Ophthalmic anatomical location qualifiers,"Describes whether a recorded observation is either final or amended","StructureDefinition/body-structure-eye","SCT,Internal"
https://larfuma.github.io/fhir-eyecare-ig/ValueSet-Pupil-Diameter-Comparison,0.1.0,draft,,Pupil-Diameter-Comparison,Pupil-Diameter-Comparison,"A ValueSet containing codes for various pupillomotor function observations.",,"SCT,Internal"
https://larfuma.github.io/fhir-eyecare-ig/ValueSet-Pupil-function-confounders,0.1.0,draft,,PupilFunctionConfounders,Pupil Function Confounders,"ValueSet including codes that represent confounders due to pupil function that may affect visual acuity measurements.",,"Internal"
https://larfuma.github.io/fhir-eyecare-ig/ValueSet-lens-types,0.1.0,active,,LensTypes,Lens Types,"This ValueSet includes all SNOMED CT codes that are descendants of 'Contact lenses, device' (57368009) and 'Eye glasses, device' (50121007).","StructureDefinition/LensDuringVATestSpecification","SCT"
https://larfuma.github.io/fhir-eyecare-ig/ValueSet-observation-visual-acuity-methods,0.1.0,active,,OphthalmologyVisualAcuityMethods,Visual Acuity Measurement Methods valueset,"Describes the various charts that can be used to assess visual acuity where concept descends from 400912000 (Visual acuity test equipment (physical object))","StructureDefinition/observation-visual-acuity,StructureDefinition/observation-visual-acuity-version-three,StructureDefinition/observation-visual-acuity-version-two","SCT"
https://larfuma.github.io/fhir-eyecare-ig/ValueSet-optotype-presentation.html,0.1.0,draft,,OptotypePresentation,Optotype Presentation ValueSet,"A ValueSet that includes codes representing the type of optotype presentation used during visual acuity testing.",,"SCT,Other"
https://larfuma.github.io/fhir-eyecare-ig/ValueSet-optotypes,0.1.0,draft,,Optotypes,Optotype ValueSet,"A ValueSet that includes codes representing optotype used during visual acuity testing.","StructureDefinition/observation-visual-acuity,StructureDefinition/observation-visual-acuity-version-three,StructureDefinition/observation-visual-acuity-version-two","SCT,LOINC,Other"
https://larfuma.github.io/fhir-eyecare-ig/ValueSet-pinhole-occluder-usage.html,0.1.0,draft,,PinholeOccluderUsage,Pinhole Occluder Usage Values,"This ValueSet contains SNOMED CT codes to represent whether a pinhole occluder was used during a visual acuity measurement.",,"SCT"
https://larfuma.github.io/fhir-eyecare-ig/ValueSet-pupi-testing-active-substances,0.1.0,draft,,PupiTestingActiveSubstances,Pupil Testing Active Substances,"This ValueSet contains codes to represent active substances used in pharmacological testing during pupil diameter measurements.","StructureDefinition/pupil-diameter,StructureDefinition/pupil-comparison","SCT"
https://larfuma.github.io/fhir-eyecare-ig/ValueSet-right-left-both-eyes.html,0.1.0,draft,,ValueSet-right-left-both-eyes,ValueSet-right-left-both-eyes,"ValueSet containing laterality codes for ophthalmic observations which may contain information on one or both eyes","StructureDefinition/observation-visual-acuity-version-three","SCT"
https://larfuma.github.io/fhir-eyecare-ig/ValueSet-right-left-eyes.html,0.1.0,draft,,ValueSet-right-left-eyes,ValueSet-right-left-eyes,"ValueSet containing laterality codes for ophthalmic observations which should only contain information on either the right or left eye, not both","StructureDefinition/pupil-diameter,StructureDefinition/Posteriorsegment-narrative","SCT"
https://larfuma.github.io/fhir-eyecare-ig/ValueSet-room-brightness-levels,0.1.0,draft,,RoomBrightnessLevels,Room Brightness Levels,"This ValueSet contains codes to represent the brightness of the room where a test was performed.","StructureDefinition/pupil-diameter","SCT,LOINC"
https://larfuma.github.io/fhir-eyecare-ig/ValueSet-special-va-testing-parameters,0.1.0,draft,,Special VA testing Parameters,Special VA testing Parameters,"This ValueSet contains codes to represent whether special testing parameters, such as a pinhole occluder or glare light, were used during a visual acuity measurement.",,"SCT,LOINC"
https://larfuma.github.io/fhir-eyecare-ig/ValueSet-visual-acuity-categorical-values.html,0.1.0,draft,,VisualAcuityCategoricalValues,Visual Acuity Categorical Values,"ValueSet containing categorical values for visual acuity observations.",,"SCT,LOINC"
https://larfuma.github.io/fhir-eyecare-ig/ValueSet-visual-acuity-correction-methods,0.1.0,active,,VisualAcuityCorrectionMethods,Visual Acuity Correction Methods,"Methods of correction used during a visual acuity test.",,"SCT,Internal"
https://larfuma.github.io/fhir-eyecare-ig/ValueSet-visual-acuity-correction-methods-with-sl,0.1.0,active,,VisualAcuityCorrectionMethods,Visual Acuity Correction Methods,"Methods of correction used during a visual acuity test.","StructureDefinition/observation-visual-acuity-version-three","SCT,Internal"
https://larfuma.github.io/fhir-eyecare-ig/ValueSet-visual-acuity-test-distance,0.1.0,draft,,VisualAcuityTestDistance,Visual Acuity Test Distance,"Codes representing the distances at which visual acuity tests are performed.","StructureDefinition/observation-visual-acuity,StructureDefinition/observation-visual-acuity-version-three,StructureDefinition/observation-visual-acuity-version-two","LOINC"
https://larfuma.github.io/fhir-eyecare-ig/ValueSet/visual-acuity-quantity-units,0.1.0,active,,VisualAcuityQuantityUnits,Visual Acuity Quantity Units,"Units of Measure of Visual acuity","StructureDefinition/observation-visual-acuity,StructureDefinition/observation-visual-acuity-version-three,StructureDefinition/observation-visual-acuity-version-two","Other"
